 [0.40795756,0.6270557 ,0.6795756 ,0.64827586],
 [0.63129973,0.77718833,0.8005305 ,0.80265252],
 [0.69655172,0.8127321 ,0.83448276,0.83501326],
 [0.72519894,0.82387268,0.8403183 ,0.84933687]
